1.650000000001E-2	4.053144948557E-6
3.300000000002E-2	1.907363184728E-6
6.600000000001E-2	-1.907363184728E-6
9.900000000000E-2	-5.722075002268E-6
1.320000000000E-1	-1.049047568813E-5
1.650000000000E-1	-9.536801371723E-6
1.980000000000E-1	-8.344708476216E-6
2.310000000000E-1	-1.335149863735E-5
2.640000000000E-1	-2.074253279716E-5
2.970000000000E-1	-2.336513716727E-5
3.382500000000E-1	-1.907360274345E-5
3.547500000000E-1	-2.098095137626E-5
3.960000000000E-1	-2.098095137626E-5
4.290000000000E-1	-2.288830000907E-5
4.620000000000E-1	-2.288830000907E-5
4.950000000000E-1	-3.051781095564E-5
5.280000000000E-1	-3.623985685408E-5
5.610000000000E-1	-4.005455411971E-5
5.940000000000E-1	-4.196190275252E-5
6.270000000000E-1	-4.959129728377E-5
6.600000000000E-1	-6.294297054410E-5
6.930000000000E-1	-7.629441097379E-5
7.260000000000E-1	-8.773850277066E-5
7.590000000000E-1	-9.536789730191E-5
7.920000000000E-1	-1.068119890988E-4
8.250000000000E-1	-1.268396154046E-4
8.662500000000E-1	-1.449594274163E-4
8.910000000000E-1	-1.602182164788E-4
9.240000000000E-1	-1.876363530755E-4
9.570000000000E-1	-2.117166295648E-4
9.900000000000E-1	-2.377042546868E-4
1.023000000000E+0	-2.670306712389E-4
1.056000000000E+0	-3.025550395250E-4
1.089000000000E+0	-3.356952220201E-4
1.122000000000E+0	-3.750342875719E-4
1.155000000000E+0	-4.234332591295E-4
1.188000000000E+0	-4.718322306871E-4
1.221000000000E+0	-5.140341818333E-4
1.254000000000E+0	-5.555190145969E-4
1.287000000000E+0	-6.322897970676E-4
1.328250000000E+0	-7.150210440159E-4
1.353000000000E+0	-7.877387106419E-4
1.386000000000E+0	-8.692778646946E-4
1.419000000000E+0	-9.639300405979E-4
1.452000000000E+0	-1.055009663105E-3
1.485000000000E+0	-1.171834766865E-3
1.518000000000E+0	-1.304633915424E-3
1.551000000000E+0	-1.443155109882E-3
1.584000000000E+0	-1.579292118549E-3
1.617000000000E+0	-1.743085682392E-3
1.658250000000E+0	-1.955284737051E-3
1.683000000000E+0	-2.109542489052E-3
1.716000000000E+0	-2.261653542519E-3
1.749000000000E+0	-2.493396401405E-3
1.782000000000E+0	-2.713933587074E-3
1.815000000000E+0	-2.987638115883E-3
1.848000000000E+0	-3.269925713539E-3
1.881000000000E+0	-3.544345498085E-3
