1.650000000001E-2	0.000000000000E+0
3.300000000002E-2	-1.907363184728E-6
6.600000000001E-2	0.000000000000E+0
9.900000000000E-2	0.000000000000E+0
1.320000000000E-1	0.000000000000E+0
1.650000000000E-1	0.000000000000E+0
1.980000000000E-1	0.000000000000E+0
2.310000000000E-1	1.907363184728E-6
2.640000000000E-1	3.814726369455E-6
2.970000000000E-1	9.536801371723E-6
3.300000000000E-1	7.629452738911E-6
3.630000000000E-1	3.814726369455E-6
3.960000000000E-1	3.814726369455E-6
4.290000000000E-1	5.722075002268E-6
4.620000000000E-1	5.722075002268E-6
4.950000000000E-1	7.629452738911E-6
5.362500000000E-1	7.629452738911E-6
5.610000000000E-1	7.629452738911E-6
5.940000000000E-1	1.049047568813E-5
6.270000000000E-1	7.629452738911E-6
6.682500000000E-1	9.536801371723E-6
6.930000000000E-1	1.335149863735E-5
7.260000000000E-1	1.525890547782E-5
7.590000000000E-1	1.525890547782E-5
7.920000000000E-1	1.525890547782E-5
8.250000000000E-1	1.716625411063E-5
8.580000000000E-1	1.907360274345E-5
8.910000000000E-1	2.098095137626E-5
9.240000000000E-1	2.098095137626E-5
9.570000000000E-1	1.907360274345E-5
9.982500000000E-1	2.098095137626E-5
1.023000000000E+0	2.670299727470E-5
1.056000000000E+0	2.479564864188E-5
1.089000000000E+0	2.288830000907E-5
1.122000000000E+0	2.479564864188E-5
1.155000000000E+0	2.479564864188E-5
1.188000000000E+0	2.336513716727E-5
1.221000000000E+0	2.670299727470E-5
1.254000000000E+0	2.861034590751E-5
1.287000000000E+0	3.027937782463E-5
1.320000000000E+0	3.051781095564E-5
1.353000000000E+0	3.242515958846E-5
1.386000000000E+0	2.670299727470E-5
1.419000000000E+0	2.479564864188E-5
1.452000000000E+0	2.479564864188E-5
1.485000000000E+0	2.670299727470E-5
1.518000000000E+0	2.670299727470E-5
1.551000000000E+0	3.051781095564E-5
1.584000000000E+0	2.861034590751E-5
1.617000000000E+0	2.479564864188E-5
1.658250000000E+0	2.288830000907E-5
1.683000000000E+0	2.861034590751E-5
1.716000000000E+0	2.479564864188E-5
1.749000000000E+0	2.360355574638E-5
1.782000000000E+0	2.288830000907E-5
1.815000000000E+0	2.479564864188E-5
1.848000000000E+0	2.670299727470E-5
1.881000000000E+0	2.670299727470E-5
1.914000000000E+0	2.479564864188E-5
1.947000000000E+0	2.670299727470E-5
1.980000000000E+0	2.861034590751E-5
2.013000000000E+0	2.479564864188E-5
2.046000000000E+0	2.670299727470E-5
2.079000000000E+0	2.670299727470E-5
2.112000000000E+0	2.479564864188E-5
2.145000000000E+0	2.479564864188E-5
2.178000000000E+0	2.479564864188E-5
2.211000000000E+0	2.861034590751E-5
2.244000000000E+0	2.670299727470E-5
2.277000000000E+0	2.861034590751E-5
2.310000000000E+0	2.861034590751E-5
2.343000000000E+0	3.051781095564E-5
